record_date,governor_id,cases,deaths
2020-03-11,4,1,0
2020-03-11,5,202,4
2020-03-11,6,34,0
2020-03-11,7,3,0
2020-03-11,8,1,0
2020-03-11,9,26,2
2020-03-11,10,31,0
2020-03-11,11,2,0
2020-03-11,13,25,0
2020-03-11,14,11,0
2020-03-11,15,14,0
2020-03-11,16,1,0
2020-03-11,17,7,0
2020-03-11,18,13,0
2020-03-11,20,13,0
2020-03-11,21,95,0
2020-03-11,22,2,0
2020-03-11,23,5,0
2020-03-11,24,1,0
2020-03-11,25,1,0
2020-03-11,27,23,0
2020-03-11,28,7,0
2020-03-11,29,5,0
2020-03-11,30,23,1
2020-03-11,31,4,0
2020-03-11,32,217,0
2020-03-11,33,8,0
2020-03-11,34,1,0
2020-03-11,35,4,0
2020-03-11,36,2,0
2020-03-11,37,20,0
2020-03-11,38,16,0
2020-03-11,39,5,0
2020-03-11,40,10,0
2020-03-11,41,8,1
2020-03-11,42,8,0
2020-03-11,43,33,0
2020-03-11,44,5,0
2020-03-11,45,2,0
2020-03-11,46,10,0
2020-03-11,47,338,29
2020-03-11,49,6,0
2020-03-11,50,1,0
2020-03-12,2,1,0
2020-03-12,3,9,0
2020-03-12,4,6,0
2020-03-12,5,252,4
2020-03-12,6,49,1
2020-03-12,7,6,0
2020-03-12,8,4,0
2020-03-12,9,46,2
2020-03-12,10,31,1
2020-03-12,11,2,0
2020-03-12,13,32,0
2020-03-12,14,12,0
2020-03-12,15,16,0
2020-03-12,16,5,1
2020-03-12,17,11,0
2020-03-12,18,14,0
2020-03-12,19,1,0
2020-03-12,20,13,0
2020-03-12,21,108,0
2020-03-12,22,12,0
2020-03-12,23,9,0
2020-03-12,24,1,0
2020-03-12,25,2,0
2020-03-12,27,24,0
2020-03-12,28,11,0
2020-03-12,29,6,0
2020-03-12,30,29,1
2020-03-12,31,6,0
2020-03-12,32,326,0
2020-03-12,33,16,0
2020-03-12,34,1,0
2020-03-12,35,5,0
2020-03-12,36,2,0
2020-03-12,37,30,0
2020-03-12,38,22,0
2020-03-12,39,5,0
2020-03-12,40,12,0
2020-03-12,41,8,1
2020-03-12,42,18,0
2020-03-12,43,41,0
2020-03-12,44,7,0
2020-03-12,45,2,0
2020-03-12,46,17,0
2020-03-12,47,419,32
2020-03-12,49,8,0
2020-03-12,50,1,0
2020-03-13,1,6,0
2020-03-13,2,1,0
2020-03-13,3,9,0
2020-03-13,4,7,0
2020-03-13,5,320,5
2020-03-13,6,78,2
2020-03-13,7,11,0
2020-03-13,8,4,0
2020-03-13,9,70,2
2020-03-13,10,41,1
2020-03-13,11,2,0
2020-03-13,12,1,0
2020-03-13,13,46,0
2020-03-13,14,12,0
2020-03-13,15,17,0
2020-03-13,16,6,1
2020-03-13,17,11,0
2020-03-13,18,36,0
2020-03-13,19,2,0
2020-03-13,20,18,0
2020-03-13,21,123,0
2020-03-13,22,25,0
2020-03-13,23,14,0
2020-03-13,24,6,0
2020-03-13,25,4,0
2020-03-13,26,4,0
2020-03-13,27,27,0
2020-03-13,28,19,0
2020-03-13,29,7,0
2020-03-13,30,50,1
2020-03-13,31,10,0
2020-03-13,32,421,0
2020-03-13,33,18,0
2020-03-13,34,1,0
2020-03-13,35,13,0
2020-03-13,36,3,0
2020-03-13,37,30,0
2020-03-13,38,41,0
2020-03-13,39,20,0
2020-03-13,40,13,0
2020-03-13,41,9,1
2020-03-13,42,26,0
2020-03-13,43,58,0
2020-03-13,44,7,0
2020-03-13,45,2,0
2020-03-13,46,30,0
2020-03-13,47,511,37
2020-03-13,49,19,0
2020-03-13,50,2,0
2020-03-14,1,12,0
2020-03-14,2,1,0
2020-03-14,3,12,0
2020-03-14,4,9,0
2020-03-14,5,381,5
2020-03-14,6,103,2
2020-03-14,7,20,0
2020-03-14,8,4,0
2020-03-14,9,70,3
2020-03-14,10,65,1
2020-03-14,11,4,0
2020-03-14,12,5,0
2020-03-14,13,66,0
2020-03-14,14,15,0
2020-03-14,15,18,0
2020-03-14,16,8,1
2020-03-14,17,18,0
2020-03-14,18,77,1
2020-03-14,19,3,0
2020-03-14,20,27,0
2020-03-14,21,138,0
2020-03-14,22,33,0
2020-03-14,23,21,0
2020-03-14,24,6,0
2020-03-14,25,5,0
2020-03-14,26,6,0
2020-03-14,27,29,0
2020-03-14,28,21,0
2020-03-14,29,7,0
2020-03-14,30,75,2
2020-03-14,31,13,0
2020-03-14,32,610,2
2020-03-14,33,25,0
2020-03-14,34,1,0
2020-03-14,35,26,0
2020-03-14,36,4,0
2020-03-14,37,36,1
2020-03-14,38,47,0
2020-03-14,39,20,0
2020-03-14,40,19,0
2020-03-14,41,9,1
2020-03-14,42,32,0
2020-03-14,43,69,0
2020-03-14,44,21,0
2020-03-14,45,5,0
2020-03-14,46,42,1
2020-03-14,47,609,40
2020-03-14,49,27,0
2020-03-14,50,3,0
2020-03-15,1,23,0
2020-03-15,2,1,0
2020-03-15,3,13,0
2020-03-15,4,16,0
2020-03-15,5,478,6
2020-03-15,6,136,2
2020-03-15,7,26,0
2020-03-15,8,7,0
2020-03-15,9,109,3
2020-03-15,10,97,1
2020-03-15,11,7,0
2020-03-15,12,5,0
2020-03-15,13,94,0
2020-03-15,14,19,0
2020-03-15,15,22,0
2020-03-15,16,9,1
2020-03-15,17,21,0
2020-03-15,18,103,2
2020-03-15,19,12,0
2020-03-15,20,32,0
2020-03-15,21,164,0
2020-03-15,22,53,0
2020-03-15,23,35,0
2020-03-15,24,10,0
2020-03-15,25,5,0
2020-03-15,26,6,0
2020-03-15,27,31,0
2020-03-15,28,26,0
2020-03-15,29,13,0
2020-03-15,30,98,2
2020-03-15,31,17,0
2020-03-15,32,732,6
2020-03-15,33,32,0
2020-03-15,34,1,0
2020-03-15,35,37,0
2020-03-15,36,8,0
2020-03-15,37,39,1
2020-03-15,38,68,0
2020-03-15,39,20,0
2020-03-15,40,28,0
2020-03-15,41,9,1
2020-03-15,42,39,0
2020-03-15,43,80,0
2020-03-15,44,29,0
2020-03-15,45,8,0
2020-03-15,46,45,1
2020-03-15,47,675,42
2020-03-15,49,33,0
2020-03-15,50,3,0
2020-03-16,1,29,0
2020-03-16,2,3,0
2020-03-16,3,18,0
2020-03-16,4,22,0
2020-03-16,5,588,11
2020-03-16,6,161,2
2020-03-16,7,41,0
2020-03-16,8,8,0
2020-03-16,9,141,4
2020-03-16,10,118,1
2020-03-16,11,10,0
2020-03-16,12,5,0
2020-03-16,13,104,0
2020-03-16,14,24,1
2020-03-16,15,22,0
2020-03-16,16,11,1
2020-03-16,17,22,1
2020-03-16,18,137,3
2020-03-16,19,17,0
2020-03-16,20,39,0
2020-03-16,21,197,0
2020-03-16,22,54,0
2020-03-16,23,54,0
2020-03-16,24,12,0
2020-03-16,25,9,0
2020-03-16,26,8,0
2020-03-16,27,33,0
2020-03-16,28,45,1
2020-03-16,29,17,0
2020-03-16,30,176,3
2020-03-16,31,21,0
2020-03-16,32,950,10
2020-03-16,33,34,0
2020-03-16,34,1,0
2020-03-16,35,50,0
2020-03-16,36,10,0
2020-03-16,37,46,1
2020-03-16,38,81,0
2020-03-16,39,21,0
2020-03-16,40,33,1
2020-03-16,41,10,1
2020-03-16,42,52,0
2020-03-16,43,87,1
2020-03-16,44,40,0
2020-03-16,45,12,0
2020-03-16,46,51,1
2020-03-16,47,794,48
2020-03-16,49,47,0
2020-03-16,50,10,0
2020-03-17,1,39,0
2020-03-17,2,6,0
2020-03-17,3,20,0
2020-03-17,4,22,0
2020-03-17,5,732,14
2020-03-17,6,183,3
2020-03-17,7,68,0
2020-03-17,8,16,0
2020-03-17,9,210,6
2020-03-17,10,142,1
2020-03-17,11,14,0
2020-03-17,12,9,0
2020-03-17,13,159,1
2020-03-17,14,30,2
2020-03-17,15,29,0
2020-03-17,16,17,1
2020-03-17,17,26,1
2020-03-17,18,196,5
2020-03-17,19,32,0
2020-03-17,20,57,0
2020-03-17,21,218,0
2020-03-17,22,65,0
2020-03-17,23,60,0
2020-03-17,24,21,0
2020-03-17,25,16,0
2020-03-17,26,8,0
2020-03-17,27,36,0
2020-03-17,28,55,1
2020-03-17,29,26,0
2020-03-17,30,268,3
2020-03-17,31,23,0
2020-03-17,32,1374,17
2020-03-17,33,42,0
2020-03-17,34,5,0
2020-03-17,35,67,0
2020-03-17,36,18,0
2020-03-17,37,66,2
2020-03-17,38,101,0
2020-03-17,39,23,0
2020-03-17,40,47,1
2020-03-17,41,11,1
2020-03-17,42,73,0
2020-03-17,43,106,1
2020-03-17,44,51,0
2020-03-17,45,14,0
2020-03-17,46,67,2
2020-03-17,47,908,54
2020-03-17,48,1,0
2020-03-17,49,72,0
2020-03-17,50,15,0
2020-03-18,1,51,0
2020-03-18,2,9,0
2020-03-18,3,28,0
2020-03-18,4,33,0
2020-03-18,5,893,17
2020-03-18,6,216,3
2020-03-18,7,96,1
2020-03-18,8,26,0
2020-03-18,9,326,7
2020-03-18,10,193,3
2020-03-18,11,16,0
2020-03-18,12,11,0
2020-03-18,13,286,1
2020-03-18,14,39,2
2020-03-18,15,38,0
2020-03-18,16,22,1
2020-03-18,17,35,1
2020-03-18,18,280,7
2020-03-18,19,43,0
2020-03-18,20,85,1
2020-03-18,21,256,0
2020-03-18,22,80,1
2020-03-18,23,77,0
2020-03-18,24,34,0
2020-03-18,25,21,1
2020-03-18,26,12,0
2020-03-18,27,43,0
2020-03-18,28,82,1
2020-03-18,29,39,0
2020-03-18,30,427,5
2020-03-18,31,28,0
2020-03-18,32,2382,27
2020-03-18,33,66,0
2020-03-18,34,7,0
2020-03-18,35,90,0
2020-03-18,36,29,0
2020-03-18,37,74,3
2020-03-18,38,139,1
2020-03-18,39,33,0
2020-03-18,40,60,1
2020-03-18,41,11,1
2020-03-18,42,98,0
2020-03-18,43,166,2
2020-03-18,44,65,0
2020-03-18,45,19,0
2020-03-18,46,78,2
2020-03-18,47,1026,68
2020-03-18,48,2,0
2020-03-18,49,106,0
2020-03-18,50,17,0
2020-03-19,1,78,0
2020-03-19,2,12,0
2020-03-19,3,47,0
2020-03-19,4,62,0
2020-03-19,5,1067,19
2020-03-19,6,278,5
2020-03-19,7,159,4
2020-03-19,8,30,0
2020-03-19,9,434,8
2020-03-19,10,282,10
2020-03-19,11,26,0
2020-03-19,12,23,0
2020-03-19,13,420,4
2020-03-19,14,56,2
2020-03-19,15,44,0
2020-03-19,16,35,1
2020-03-19,17,47,2
2020-03-19,18,392,10
2020-03-19,19,52,0
2020-03-19,20,108,1
2020-03-19,21,328,0
2020-03-19,22,334,3
2020-03-19,23,89,0
2020-03-19,24,50,1
2020-03-19,25,35,1
2020-03-19,26,19,0
2020-03-19,27,47,0
2020-03-19,28,99,1
2020-03-19,29,44,0
2020-03-19,30,735,9
2020-03-19,31,35,0
2020-03-19,32,4152,30
2020-03-19,33,104,0
2020-03-19,34,19,0
2020-03-19,35,120,0
2020-03-19,36,44,1
2020-03-19,37,87,3
2020-03-19,38,187,1
2020-03-19,39,44,0
2020-03-19,40,81,1
2020-03-19,41,14,1
2020-03-19,42,155,0
2020-03-19,43,248,4
2020-03-19,44,80,0
2020-03-19,45,22,2
2020-03-19,46,94,2
2020-03-19,47,1228,75
2020-03-19,48,5,0
2020-03-19,49,155,2
2020-03-19,50,18,0
2020-03-20,1,106,0
2020-03-20,2,14,0
2020-03-20,3,70,1
2020-03-20,4,100,0
2020-03-20,5,1283,24
2020-03-20,6,364,5
2020-03-20,7,194,4
2020-03-20,8,39,0
2020-03-20,9,564,9
2020-03-20,10,482,14
2020-03-20,11,37,0
2020-03-20,12,31,0
2020-03-20,13,583,5
2020-03-20,14,79,3
2020-03-20,15,45,0
2020-03-20,16,49,1
2020-03-20,17,63,2
2020-03-20,18,537,10
2020-03-20,19,57,0
2020-03-20,20,150,2
2020-03-20,21,413,1
2020-03-20,22,548,4
2020-03-20,23,115,0
2020-03-20,24,80,1
2020-03-20,25,73,3
2020-03-20,26,19,0
2020-03-20,27,53,0
2020-03-20,28,165,2
2020-03-20,29,55,0
2020-03-20,30,896,11
2020-03-20,31,43,0
2020-03-20,32,7102,57
2020-03-20,33,144,0
2020-03-20,34,27,0
2020-03-20,35,169,1
2020-03-20,36,49,1
2020-03-20,37,114,3
2020-03-20,38,269,1
2020-03-20,39,44,0
2020-03-20,40,126,3
2020-03-20,41,14,1
2020-03-20,42,237,0
2020-03-20,43,377,5
2020-03-20,44,112,0
2020-03-20,45,29,2
2020-03-20,46,115,2
2020-03-20,47,1404,83
2020-03-20,48,8,0
2020-03-20,49,216,3
2020-03-20,50,22,0
2020-03-21,1,131,0
2020-03-21,2,21,0
2020-03-21,3,104,1
2020-03-21,4,118,0
2020-03-21,5,1544,28
2020-03-21,6,475,6
2020-03-21,7,223,5
2020-03-21,8,45,0
2020-03-21,9,764,11
2020-03-21,10,552,20
2020-03-21,11,48,0
2020-03-21,12,42,0
2020-03-21,13,751,6
2020-03-21,14,126,4
2020-03-21,15,68,0
2020-03-21,16,57,2
2020-03-21,17,84,3
2020-03-21,18,763,16
2020-03-21,19,70,0
2020-03-21,20,195,3
2020-03-21,21,525,2
2020-03-21,22,787,6
2020-03-21,23,138,1
2020-03-21,24,140,1
2020-03-21,25,93,3
2020-03-21,26,29,0
2020-03-21,27,61,0
2020-03-21,28,165,2
2020-03-21,29,65,0
2020-03-21,30,1336,16
2020-03-21,31,57,0
2020-03-21,32,10356,80
2020-03-21,33,184,0
2020-03-21,34,28,0
2020-03-21,35,247,3
2020-03-21,36,53,1
2020-03-21,37,137,4
2020-03-21,38,388,2
2020-03-21,39,66,0
2020-03-21,40,172,3
2020-03-21,41,14,1
2020-03-21,42,312,2
2020-03-21,43,547,5
2020-03-21,44,138,0
2020-03-21,45,49,2
2020-03-21,46,152,3
2020-03-21,47,1655,95
2020-03-21,48,12,0
2020-03-21,49,281,4
2020-03-21,50,24,0
2020-03-22,1,157,0
2020-03-22,2,22,0
2020-03-22,3,153,2
2020-03-22,4,165,0
2020-03-22,5,1851,35
2020-03-22,6,591,7
2020-03-22,7,327,8
2020-03-22,8,56,0
2020-03-22,9,1000,13
2020-03-22,10,620,25
2020-03-22,11,56,0
2020-03-22,12,47,0
2020-03-22,13,1047,9
2020-03-22,14,201,6
2020-03-22,15,90,0
2020-03-22,16,66,2
2020-03-22,17,103,3
2020-03-22,18,837,20
2020-03-22,19,89,0
2020-03-22,20,245,3
2020-03-22,21,646,5
2020-03-22,22,1033,9
2020-03-22,23,171,1
2020-03-22,24,207,1
2020-03-22,25,130,3
2020-03-22,26,34,0
2020-03-22,27,62,0
2020-03-22,28,190,2
2020-03-22,29,78,0
2020-03-22,30,1914,20
2020-03-22,31,65,0
2020-03-22,32,15168,122
2020-03-22,33,269,0
2020-03-22,34,30,0
2020-03-22,35,351,3
2020-03-22,36,67,2
2020-03-22,37,161,5
2020-03-22,38,504,3
2020-03-22,39,83,0
2020-03-22,40,194,3
2020-03-22,41,21,1
2020-03-22,42,424,2
2020-03-22,43,632,7
2020-03-22,44,182,1
2020-03-22,45,52,2
2020-03-22,46,219,6
